0,1
10001410,0
10001445,0
10001571,0
10005112,0
10005113,0
10005114,0
10006596,0
10022488,0
10023396,0
10023560,0
10024730,0
10024771,0
10024884,0
10024935,0
10024959,0
10025000,0
10025021,0
10025043,0
10027760,0
10040304,0
10044170,0
10047196,0
10047221,0
1004991,0
1004992,0
1004993,0
10052949,0
1005568,0
10058428,0
10060668,0
10064970,0
10065838,0
10074928,0
10075109,0
10077307,0
10078954,0
10079866,0
10081969,0
10082851,0
10086826,0
10116353,0
10120665,0
10129961,0
10130058,0
10130116,0
10132874,0
10135507,0
10137648,0
10138968,0
10148937,0
10148964,0
10150186,0
10165026,0
10165027,0
10165028,0
10165029,0
10165030,0
10175888,0
10175890,0
10176111,0
10179215,0
10179900,0
10188842,0
10188893,0
10192214,0
10193188,0
10195830,0
10199397,0
10203802,0
10203948,0
10214041,0
10214096,0
10222355,0
10222375,0
1022867,0
1023176,0
10235102,0
10246587,0
10250810,0
10254831,0
10254843,0
10254865,0
10254882,0
10254901,0
10254914,0
10257950,0
10261886,0
10263164,0
10263558,0
10272448,0
10275439,0
10275456,0
10275514,0
10277147,0
10279280,0
10284044,0
10286635,0
10290400,0
10297295,0
10297296,0
10297297,0
10297298,0
10297863,0
10307100,0
10307121,0
10309460,0
10311805,0
10312115,0
10314216,0
10315220,0
10315222,0
10329593,0
10332909,0
10333265,0
10333266,0
10333868,0
10336968,0
10336982,0
10345874,0
10348147,0
10348151,0
10348236,0
10350342,0
10351112,0
10364704,0
10367683,0
10369342,0
10369763,0
10369785,0
10381678,0
10388068,0
10396077,0
10401407,0
10409459,0
10409925,0
10415067,0
10415815,0
10452013,0
10456699,0
10462627,0
10462928,0
10476052,0
10476053,0
10477434,0
10478916,0
10486934,0
10490930,0
10491056,0
10501210,0
10510577,0
10510578,0
10510579,0
10510580,0
10528328,0
10530928,0
10530943,0
10539212,0
10544085,0
10544110,0
10545861,0
10547370,0
10553342,0
10553344,0
10554358,0
10560096,0
10560097,0
10560098,0
10566283,0
10570633,0
10576395,0
10578933,0
10580430,0
10580438,0
10580580,0
10580581,0
10580582,0
10580583,0
10580889,0
10581847,0
10589763,0
10589777,0
10589823,0
10589826,0
10589945,0
10589962,0
10592690,0
10596733,0
10596773,0
10611032,0
10615289,0
10615335,0
10615406,0
10615407,0
10615408,0
10615409,0
1061580,0
10624696,0
10628263,0
10643197,0
10647082,0
10647132,0
10649212,0
10651299,0
10651525,0
10651526,0
10651895,0
10651896,0
10655100,0
10680610,0
10689295,0
10689666,0
10689702,0
10689746,0
10689812,0
10689888,0
10690005,0
